,artist,title,genre,lyrics,URL
103,Fats Domino,Ain't That A Shame,RnB,,http://azlyrics.com/lyrics/fatsdomino/aintthatashame.html
104,Ariana Grande,"thank u, next",RnB,"

Thought I'd end up with Sean
But he wasn't a match
Wrote some songs about Ricky
Now I listen and laugh
Even almost got married
And for Pete, I'm so thankful
Wish I could say, ""Thank you"" to Malcolm
'Cause he was an angel

One taught me love
One taught me patience
And one taught me pain
Now, I'm so amazing
Say I've loved and I've lost
But that's not what I see
So, look what I got
Look what you taught me
And for that, I say

Thank you, next (Next)
Thank you, next (Next)
Thank you, next
I'm so fuckin' grateful for my ex
Thank you, next (Next)
Thank you, next (Next)
Thank you, next (Next)
I'm so fuckin'...

Spend more time with my friends
I ain't worried 'bout nothin'
Plus, I met someone else
We havin' better discussions
I know they say I move on too fast
But this one gon' last
'Cause her name is Ari
And I'm so good with that (So good with that)

She taught me love (Love)
She taught me patience (Patience)
How she handles pain (Pain)
That shit's amazing (Yeah, she's amazing)
I've loved and I've lost (Yeah, yeah)
But that's not what I see (Yeah, yeah)
'Cause look what I've found (Yeah, yeah, I've found)
Ain't no need for searching, and for that, I say

Thank you, next (Thank you, next)
Thank you, next (Thank you, next)
Thank you, next (Thank you)
I'm so fuckin' grateful for my ex
Thank you, next (Thank you, next)
Thank you, next (Said thank you, next)
Thank you, next (Next)
I'm so fuckin' grateful for my ex

Thank you, next
Thank you, next
Thank you, next
I'm so fucking...

One day I'll walk down the aisle
Holding hands with my mama
I'll be thanking my dad
'Cause she grew from the drama
Only wanna do it once, real bad
Gon' make that shit last
God forbid something happens
Least this song is a smash (Song is a smash)

I've got so much love (Love)
Got so much patience (Patience)
And I've learned from the pain (Pain)
I turned out amazing (Turned out amazing)
Say I've loved and I've lost (Yeah, yeah)
But that's not what I see (Yeah, yeah)
'Cause look what I've found (Yeah, yeah)
Ain't no need for searching
And for that, I say

Thank you, next (Thank you, next)
Thank you, next (Thank you, next)
Thank you, next
I'm so fuckin' grateful for my ex
Thank you, next (Thank you, next)
Thank you, next (Said thank you, next)
Thank you, next (Next)
I'm so fuckin' grateful for my ex

Thank you, next
Thank you, next
Thank you, next
Yeah, yee
Thank you, next
Thank you, next
Thank you, next
Yeah, yee
",http://azlyrics.com/lyrics/arianagrande/thankunext.html
105,Aretha Franklin,Chain of Fools,RnB,"

Chain, chain, chain
(Chain, chain, chain)
Chain, chain, chain
(Chain, chain, chain)
Chain, chain, chain
(Chain, chain, chain)
Chain of fools

For five long years
I thought you were my man
But I found out
I'm just a link in your chain

You got me where you want me
I ain't nothin' but your fool
Ya treated me mean
Oh you treated me cruel

Chain, chain, chain
(Chain, chain, chain)
Chain of fools

Every chain, has got a weak link
I might be weak yeah
But I'll give you strength
Oh, hey

You told me to leave you alone
My father said, ""Come on home""
My doctor said, ""Take it easy""
Oh but your lovin' is much too strong
I'm added to your

Chain, chain, chain
(Chain, chain, chain)
Chain, chain, chain
(Chain, chain, chain)
Chain, chain, chai-i-in
(Chain, chain, chain)
Chain of fools

One of these mornings
The chain is gonna break
But up until the day
I'm gonna take all I can take, oh hey

Chain, chain, chain
(Chain, chain, chain)
Chain, chain, chain
(Chain, chain, chain)
Chain, chain, chai-i-in
(Chain, chain, chain)
Chain of fools

Chain, chain, chai-i-in
Chain, chain, chain
Chain, chain, chai-i-in
Chain of fools
",http://azlyrics.com/lyrics/arethafranklin/chainoffools.html
106,Stevie Wonder,Higher Ground,RnB,"

People keep on learnin' 
Soldiers keep on warrin' 
World keep on turnin' 
Cause it won't be too long 

Powers keep on lyin' 
While your people keep on dyin' 
World keep on turnin' 
Cause it won't be too long 

I'm so darn glad he let me try it again 
Cause my last time on earth I lived a whole world of sin 
I'm so glad that I know more than I knew then 
Gonna keep on tryin' 
Till I reach my highest ground 

Teachers keep on teachin' 
Preachers keep on preachin' 
World keep on turnin' 
Cause it won't be too long 
Oh no 

Lovers keep on lovin' 
Believers keep on believin' 
Sleepers just stop sleepin' 
Cause it won't be too long 
Oh no 

I'm so glad that he let me try it again 
Cause my last time on earth I lived a whole world of sin 
I'm so glad that I know more than I knew then 
Gonna keep on tryin' 
Till I reach my highest ground...Whew! 

Till I reach my highest ground 
No one's gonna bring me down 
Oh no 
Till I reach my highest ground 
Don't let nobody bring you down (they'll sho 'nuff try) 
God is gonna show you higher ground 
He's the only friend you have around 
[FADE]
",http://azlyrics.com/lyrics/steviewonder/higherground.html
107,ROSALÍA,MALAMENTE,RnB,"

Ese cristalito roto
Yo sentí cómo crujía
Antes de caerse al suelo
Ya sabía que se rompía (¡uh!)
Está parpadeando
La luz del descansillo
Una voz en la escalera
Alguien cruzando el pasillo

(Mmm)
Malamente (eso es) (así sí)
Malamente (tra, tra)
Mal, mu' mal, mu' mal, mu' mal, mu' mal... (mira)
Malamente (toma que toma) ('amonó)
Está en la mente (eso es) (¡'illo!)
Malamente
Mal, mu' mal, mu' mal, mu' mal, mu' mal...
Malamente (¡uh!)

Se ha puesto la noche rara
Han salí'o luna y estrellas
Me lo dijo esa gitana (¿qué?)
Mejor no salir a verla (no)
Sueño que estoy andando
Por un puente y que la acera (mira, mira, mira, mira)
Cuanto más quiero cruzarlo (¡va!)
Más se mueve y tambalea

(Mmm)
Malamente (eso es) (así sí)
Malamente (tra, tra)
Mal, mu' mal, mu' mal, mu' mal, mu' mal... (mira)
Malamente (toma que toma) ('amonó)
Está en la mente (eso es) (¡'illo!)
Malamente
Mal, mu' mal, mu' mal, mu' mal, mu' mal...
Malamente

Aunque no esté bonita
La noche, ¡Undivé!
Voy a salir pa' la calle
En la manita los aros brillando
En mi piel los corales
Me proteja y me salve
Me ilumine y me guarde
Y por delante
No voy a perder ni un minuto en volver a pensarte

(Mmm)
Malamente (eso es) (así sí)
Malamente (tra, tra)
Mal, mu' mal, mu' mal, mu' mal, mu' mal... (mira)
Malamente (toma que toma) ('amono)
Está en la mente (eso es) (¡'illo!)
Malamente
Mal, mu' mal, mu' mal, mu' mal, mu' mal... (¡'illo!)
Malamente
(Toma que toma)
Está en la mente (¡'illo!)
Malamente (tra, tra)
Mal, mu' mal, mu' mal, mu' mal, mu' mal... ('amonó)
Malamente
(Toma que toma) ('amonó)
Está en la mente (eso es)
¡'illo!
Malamente
Mal, mu' mal, mu' mal, mu' mal, mu' mal...
Malamente
",http://azlyrics.com/lyrics/rosala/malamente.html
108,Sly & The Family Stone,Everyday People,RnB,,http://azlyrics.com/lyrics/slyfamilystone/everydaypeople.html
109,Sam & Dave,Soul Man,RnB,"

Comin' to you on a dusty road
Good lovin', I got a truck load
And when ya get it, huh, ya got some
So don't worry, 'cause I'm comin'

I'm a soul man, wow
I'm a soul man
I'm a soul man, woah, heh
I'm a soul man
And that ain't all, huh

Gots what I got the hard way
And I'll make it better each and every day
So honey, don't you fret, huh
'Cause you ain't seen uh, nothin' yet

I'm a soul man, oh road
I'm a soul man, play it Steve
I'm a soul man, ha
I'm a soul man, oh

I was brought up on a side street, yes maam
I learned how to love before I could eat
I was educated from good stock
When I start lovin', oh I can't stop

I'm a soul man
I'm a soul man
I'm a soul man, yeah
I'm a soul man, look

Grab a rope and I'll pull you in
Give you hope and be your only boyfriend
Yeah (yeah) yeah (yeah), uh

I'm talking about a
Soul man, I'm a
Soul man, and you
Soul man, aah
Soul man, hold on
Soul man, I'm a
Soul man, and you a
Soul man, and you're a
Soul man, hold on
",http://azlyrics.com/lyrics/samdave/soulman.html
110,TLC,Waterfalls,RnB,,http://azlyrics.com/lyrics/tlc/waterfalls.html
111,Sky Ferreira,Everything Is Embarrassing,RnB,"

(I know you're trying)

Everything and nothing always haunts me
I know you're trying, I know you're trying
Waiting for your moment to fall on me
I saw you trying, I saw you trying

Maybe if you let me be your lover
Maybe if you tried then I would not bother
Telling me that basically you're not looking out for me
Everything is true to me, never words where you would see
Maybe if you let me be your lover
Maybe if you tried then I would not bother

(I know you're trying)
(I know you're trying)

Hurts so bad, I don't know what you want from me
You know I'm trying, You know I'm trying
And now we're hanging on by a heartbeat
You know I'm trying, I was always trying

Maybe if you let me be your lover
Maybe if you try then I would not bother
Telling me that basically you're not looking out for me
Everything is true to me, never words where you would see
Maybe if you let me be your lover
Maybe if you try then I would not bother
I've been hating everything, everything that could have been
Could have been my anything, now everything's embarrassing

Acting like it's nothing; such a bore
I saw the truth and I just can't ignore
You're trying to hold the heart that can't be stored

Say I tried to give my best before
You wouldn't have the chance to give me more
You're only one step closer to the door

Maybe if you let me be your lover
Maybe if you tried then I would not bother
Telling me that basically you're not looking out for me
Everything is true to me, never words where you would see
Maybe if you let me be your lover
Maybe if you tried then I would not bother
I've been hating everything, everything that could have been
Could have been my anything, now everything's embarrassing

Maybe if you let me be your lover
Maybe if you tried then I would not bother
Telling me that basically you're not looking out for me
Everything is true to me, never words where you would see
Maybe if you let me be your lover
Maybe if you tried then I would not bother
I've been hating everything, everything that could have been
Could have been my anything, now everything's embarrassing
",http://azlyrics.com/lyrics/skyferreira/everythingisembarrassing.html
112,The Penguins,Earth Angel (Will You Be Mine),RnB,"

Earth angel, earth angel
Will you be mine
My darling dear, love you all the time
I'm just a fool, a fool in love with you

Earth angel, earth angel
The one I adore
Love you forever, and ever more
I'm just a fool, a fool in love with you

I fell for you and I knew
The vision of your love, loveliness
I hope and I pray that someday
I'll be the vision of your happy, happiness

Oh earth angel, earth angel
Please be mine
My darling dear, love you all the time
I'm just a fool, a fool in love with you

I fell for you and I knew
The vision of your loveliness
I hope and pray that someday
I'll be the vision of your happiness

Earth angel, earth angel
Please be mine
My darling dear love you all the time
I'm just a fool, a fool in love with you
",http://azlyrics.com/lyrics/penguins/earthangel.html
113,Roberta Flack,Killing Me Softly With His Song,RnB,"

Strumming my pain with his fingers
Singing my life with his words
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me softly with his song

I heard he sang a good song
I heard he had a style
And so I came to see him
To listen for a while
And there he was this young boy
A stranger to my eyes

Strumming my pain with his fingers
Singing my life with his words
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me softly with his song

I felt all flushed with fever
Embarrassed by the crowd
I felt he found my letters
And read each one out loud
I prayed that he would finish
But he just kept right on

Strumming my pain with his fingers
Singing my life with his words
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me softly with his song

He sang as if he knew me
In all my dark despair
And then he looked right through me
As if I wasn't there
And he just kept on singing
Singing clear and strong

Strumming my pain with his fingers
Singing my life with his words
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me softly with his song

Strumming my pain with his fingers
Singing my life with his words
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me (softly)

He was strumming my pain
Yeah, he was singing my life
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me softly
With his song
",http://azlyrics.com/lyrics/robertaflack/killingmesoftlywithhissong.html
114,Soul II Soul,Back To Life (However Do You Want Me) [feat. Caron Wheeler],RnB,,http://azlyrics.com/lyrics/souliisoul/backtolife.html
115,The Coasters,Yakety Yak,RnB,"

Take out the papers and the trash
Or you don't get no spendin' cash
If you don't scrub that kitchen floor
You ain't gonna rock and roll no more
Yakety yak (don't talk back)

Just finish cleanin' up your room
Let's see that dust fly with that broom
Get all that garbage out of sight
Or you don't go out Friday night
Yakety yak (don't talk back)

You just put on your coat and hat
And walk yourself to the laundromat
And when you finish doin' that
Bring in the dog and put out the cat
Yakety yak (don't talk back)

Don't you give me no dirty looks
Your father's hip, he knows what cooks
Just tell your hoodlum friend outside
You ain't got time to take a ride
Yakety yak (don't talk back)

Yakety yak, yakety yak
Yakety yak, yakety yak
Yakety yak, yakety yak
",http://azlyrics.com/lyrics/coasters/yaketyyak.html
116,Janelle Monáe,Tightrope (feat. Big Boi),RnB,"

Monae and Leftfoot

Whoa
Another day
I take your pain away

Some people talk about you
Like they know all about you
When you get down they doubt you
And when you tipping on the scene
Yeah they talkin' about it
'Cause they can't tip all on the scene with you
What you talk about it
Talkin' about it
When you get elevated,
They love it or they hate it
You dance up on them haters
Keep getting funky on the scene
While they jumpin' round you
They trying to take all your dreams
But you can't allow it

'Cause baby whether you're high or low
Whether you're high or low
You gotta tip on the tightrope
(Tip, tip on it)
Tip on the tightrope
(Tip, tip on it)

Baby, baby, baby

Whether you're high or low
(High or low)
Baby whether you're high or low
(High or low)
You got to tip on the tightrope
(Tip, tip on it)
Now let me see you do the tightrope
(Tip, tip on it)
And I'm still tippin' on it

See I'm not walkin' on it
Or trying to run around it
This ain't no acrobatics
You either follow or you lead, yeah

I'm talkin' about you,
I'll keep on blaming the machine, yeah
I'm talkin' about it,
Talkin' about it
I can't complain about it
I gotta keep my balance

And just keep dancing on it
We getting funky on the scene

Yeah you know about it,
Like a star on the screen
Watch me tip all on it

Then baby whether I'm high or low
(High or low)
Baby whether you're high or low
(High or low)
You gotta tip on the tightrope
(Tip, tip on it)
Yeah, tip on the tightrope
(Tip, tip on it)

Baby, baby, baby

Whether you're high or low
(High or low)
Baby whether you're high or low
(High or low)
Tip on the tightrope
(Tip, tip on it)
Baby let me see you tight rope
And I'm still tippin' on it

Whether you're high or low
(High or low)
Baby whether you're high or low
(High or low)
Tip on the tightrope
(Tip, tip on it)
Baby let me see you tight rope
(Tip, tip on it)
And I'm still tippin' on it

[Big Boi]
You gotta keep your balance
Or you fall into the gap
It's a challenge but I manage
'Cause I'm cautious with the strap
No damage to your cameras damn I thought that
Can I passy
Why you don't want no friction
Like the back of a matchbook
That I pass as I will forward you
And your MacBook
Clothes shows will shut you down
Before we go-go backwards
Act up, and whether we high or low
We gonna get back-up
Like the Dow Jones and NASDAQ
Sorta like a thong in an ass crack,
Come on

I tip on alligators and little rattle snakers
But I'm another flavor
Something like a terminator
Ain't no equivocating
I fight for what I believe
Why you talkin' about it
She's talkin' about it
Some calling me a sinner
Some calling me a winner
I'm calling you to dinner
And you know exactly what I mean,

Yeah I'm talking about you
You can rock or you can leave
Watch me tip without you

N-N-Now whether I'm high or low
(High or low)
Whether I'm high or low
(High or low)
I'm gonna tip on the tightrope
(Tip, tip on it)
MMMMMM
(Tip, tip on it)

Baby, baby, baby
Whether I'm high or low
(High or low)
High or low
(High or low)
I got to tip on the tightrope
(Tip, tip on it)
Now baby tip on the tightrope

You can't get too high
(You can't get too high)
I said you can't get too low
(We can't get too low)
Cause you get too high
(You can't get too high)
No you'll surely be low
(No, you'll surely be low)
1, 2, 3, Ho!

Yeah, yeah
Now shut up, yeah
Yeah, now put some voodoo on it
Ladies and Gentlemen, the funkiest horn section in Metropolis
Yeah, oh
We call that classy brass

Oh
Oh!

Do you mind?
If I play the ukulele
Just like a little lady
Do you mind?
If I play the ukulele
Just like a little lady
As I play the ukulele
If I play my ukulele
Just like a little lady
",http://azlyrics.com/lyrics/janellemone/tightrope.html
117,James Blake,Retrograde,RnB,"

You're on your own
In a world you've grown
Few more years to go,
Don't let the hurdle fall
So be the girl you loved,
Be the girl you loved

I'll wait
So show me why you're strong
Ignore everybody else,
We're alone now
I'll wait
So show me why you're strong
Ignore everybody else,
We're alone now

Suddenly, I'm hit
It's the starkness of the dawn
And your friends are gone
And your friends won't come
So show me where you fit
So show me where you fit

I'll wait
So show me why you're strong
Ignore everybody else,
We're alone now (we're alone now)
(we're alone now)
I'll wait (we're alone now)
(We're alone now)
(We're alone now)
I'll wait (we're alone now)
(we're alone now)
(we're alone now)
(we're alone now)
(we're alone now)

Suddenly, I'm hit
It's the starkness of the dawn
And your friends are gone
And your friends won't come
So show me where you fit
So show me where you fit
",http://azlyrics.com/lyrics/jamesblake/retrograde.html
118,Etta James,At Last,RnB,"

At last
My love has come along
My lonely days are over
And life is like a song

Oh yeah yeah
At last

The skies above are blue
My heart was wrapped up in clover
The night I looked at you

I found a dream, that I could speak to
A dream that I can call my own
I found a thrill to press my cheek to
A thrill that I have never known

Oh yeah yeah
You smiled, you smiled
Oh and then the spell was cast
And here we are in heaven
For you are mine...

At Last
",http://azlyrics.com/lyrics/ettajames/atlast.html
119,Solange,Losing You,RnB,,http://azlyrics.com/lyrics/solange/losingyou.html
120,Drake,"Hold On, We're Going Home",RnB,"

I got my eyes on you
You're everything that I see
I want your hot love and emotion endlessly
I can't get over you
You left your mark on me
I want your hot love and emotion endlessly

'Cause you're a good girl and you know it
You act so different around me
'Cause you're a good girl and you know it
I know exactly who you could be

Just hold on, we're going home
Just hold on, we're going home
It's hard to do these things alone
Just hold on, we're going home

I got my eyes on you
You're everything that I see
I want your hot love and emotion endlessly
I can't get over you
You left your mark on me
I want your hot love and emotion endlessly

'Cause you're a good girl and you know it
You act so different around me
'Cause you're a good girl and you know it
I know exactly who you could be

So just hold on, we're going home (Going home)
Just hold on, we're going home (Going home)
It's hard to do these things alone (Things alone)
Just hold on, we're going home (Going home, going home)

You're the girl, you're the one
Gave you everything I loved
I think there's something, baby
I think there's something, baby
You're the girl, you're the one
Gave you everything I loved
I think there's something, baby
I think there's something, baby

'Cause you're a good girl and you know it
You act so different around me
'Cause you're a good girl and you know it
I know exactly who you could be

Oh, just hold on, we're going home (Going home)
Just hold on, we're going home (Going home)
It's hard to do these things alone (Things alone)
Just hold on, we're going home (Going home)
Home (Going home)

Hold on
Oh, oh
",http://azlyrics.com/lyrics/drake/holdonweregoinghome.html
121,Donna Summer,Love To Love You Baby,RnB,"

Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby

When you're laying so close to me
There's no place I'd rather you be than with me-ee, uh
Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby

Do it to me again and again
You put me in such a awful spin, in a spin, in-uh

Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby

Lay your head down real close to me
Soothe my mind and set me free, set me free-ee, uh

Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby

When you're laying so close to me
There's no place I'd rather you be than with me-ee, uh
Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby

Do it to me again and again
You put me in such a awful spin, in a spin, in-uh
Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby
",http://azlyrics.com/lyrics/donnasummer/lovetoloveyoubaby.html
122,Ms. Lauryn Hill,Doo Wop (That Thing),RnB,,http://azlyrics.com/lyrics/mslaurynhill/doowop.html
123,John Lee Hooker,Boom Boom,RnB,,http://azlyrics.com/lyrics/johnleehooker/boomboom.html
124,The Marvelettes,Please Mr. Postman,RnB,"

(Wait) Oh yes, wait a minute, Mr. Postman
(Wait) Wai-hey-hey-hey-it, Mr. Postman

(Please, Mr. Postman, look and see) Whoa yeah
(Is there a letter in your bag for me?) Please, please, Mr. Po-oh-ostman
('Cause it's been a mighty long time) Whoa yeah
(Since I heard from this boyfriend of mine)

There must be some word today
From my boyfriend so far away
Please, Mr. Postman, look and see
Is there a letter, a letter for me?
I've been standin' here waitin', Mr. Postman
So so patiently
For just a card or just a letter
Sayin' he's returnin' home to me

Please, Mr. Postman
(Please, Mr. Postman, look and see) Whoa yeah
(Is there a letter in your bag for me?) Please, please, Mr. Po-oh-oh-ostman
('Cause it's been a mighty long time) Whoa yeah
(Since I heard from this boyfriend of mine)

So many days, you've passed me by
You saw the tears standin' in my eye
You wouldn't stop to make me feel better
By leavin' me a card or a letter

Please, Mr. Postman, look and see
Is there a letter, oh yeah, in your bag for me?
You know it's been so long
Yeah, since I heard from this boyfriend of mine

You better wait a minute, wait a minute
(Wait a minute, Mr. Postman)
Whoa, you better wait a minute
Please, please, Mr. Postman (Wait a minute, Mr. Postman)
Please check and see
Just one more time for me

You gotta wait a minute (wait), wait a minute (Wait a minute, Mr. Postman)
Oh you better wait a minute, wait a minute
Please, Mr. Po-ostman (Wait a minute, Mr. Postman)
Don't pass me by, you see the tears in my eyes

You better wait (Wait)
Wait a minute (Wait a minute, Mr. Postman)
Wait a minute, wait a minute, wait a minute
(Wait, wait a minute, Mr. Postman)
Please Mr. Postman
",http://azlyrics.com/lyrics/marvelettes/pleasemrpostman.html
125,James Carr,The Dark End of the Street,RnB,,http://azlyrics.com/lyrics/jamescarr/thedarkendofthestreet.html
126,Les Paul,How High The Moon,RnB,,http://azlyrics.com/lyrics/lespaul/howhighthemoon.html
127,Marvin Gaye,Inner City Blues (Make Me Wanna Holler),RnB,,http://azlyrics.com/lyrics/marvingaye/innercityblues.html
128,Justin Timberlake,My Love,RnB,"

Ain't another woman that can take your spot my-

If I wrote you a symphony,
Just to say how much you mean to me
What would you do?
If I told you you were beautiful
Would you date me on the regular
Tell me, would you?

Well, baby I've been around the world
But I ain't seen myself another girl
Like you
This ring here represents my heart
But there's just one thing I need from you
Saying ""I do""

Yeah, because I can see us holding hands
Walking on the beach, our toes in the sand
I can see us on the countryside
Sitting on the grass, laying side by side
You could be my baby, let me make you my lady
Girl, you amaze me
Ain't gotta do nothing crazy
See, all I want you to do is be my love

(So don't give away) My love
(So don't give away) My love
(So don't give away)
Ain't another woman that can take your spot, my love
(So don't give away) My love
(So don't give away) My love
(So don't give away)
Ain't another woman that can take your spot, my love

Girl
My love
My love

Now, if I wrote you a love note
And made you smile with every word I wrote
What would you do?
Would that make you wanna change your scene
And wanna be the one on my team
Tell me, would you?

See, what's the point in waiting anymore?
'Cause girl I've never been more sure
That baby, it's you
This ring here represents my heart
And everything that you've been waiting for
Just saying ""I do""

Yeah, because I can see us holding hands
Walking on the beach, our toes in the sand
I can see us on the countryside
Sitting on the grass, laying side by side
You could be my baby, let me make you my lady
Girl, you amaze me
Ain't gotta do nothing crazy
See, all I want you to do is be my love

(So don't give away) My love
(So don't give away) My love
(So don't give away)
Ain't another woman that can take your spot, my love
(So don't give away) My love
(So don't give away) My love
(So don't give away)
Ain't another woman that can take your spot, my love

Girl
My love
My love

[T.I.:]
Alright it's time to get it JT
I don't know what she hesitates for man
Shorty, cool as a fan
On the new once again
But he still has fan from Peru to Japan
Hey, listen baby, I don't wanna ruin your plan
But if you got a man, try to lose him if you can
'Cause the girls real wild
Throw their hands up high
When you wanna come and kick it with a stand-up guy
You don't really wanna let the chance go by
'Cause you ain't been seen with a man so fly
And with friends so fly I can go fly
Private, 'cause I handle my B.I.
They call me Candle Guy (why?)
Simply 'cause I am on fire
I hate to have to cancel my vacation so you can't deny
I'm patient, but I ain't gon' try
You don't come, I ain't gon' die

Hold up, what you mean, you can't go? Why?
Me and your boyfriend we ain't no tie
You say you wanna kick it when I ain't so high? Man
Well, baby it's obvious that I ain't your guy
I ain't gon' lie, I'll fill your space
And forget your face, I swear I will
St. Barths, Anguilla anywhere I chill
Just bring with me any pair, I will

I can see us holding hands
Walking on the beach, our toes in the sand
I can see us on the countryside
Sitting on the grass, laying side by side
You could be my baby, let me make you my lady
Girl, you amaze me
Ain't gotta do nothing crazy
See, all I want you to do is be my love

(Love) My love
(Love) My love
(Love) Ain't another woman that can take your spot, my love
(Love) My love
(Love) My love
(Love) Ain't another woman that can take your spot, my love

Girl
My love
My love
",http://azlyrics.com/lyrics/justintimberlake/mylove.html
129,The Rolling Stones,Let's Spend The Night Together,RnB,"

My, my, my, my

Don't you worry 'bout what's on your mind (oh my)
I'm in no hurry I can take my time (oh my)
I'm going red and my tongue's getting tied (tongue's getting tied)
I'm off my head and my mouth's getting dry
I'm high, but I try, try, try (oh my)

Let's spend the night together
Now I need you more than ever
Let's spend the night together now
My-my-my-my, oh my

I feel so strong that I can't disguise (oh my)
Let's spend the night together
But I just can't apologize (oh no)
Let's spend the night together
Don't hang me up and don't let me down (don't let me down)
We could have fun just groovin' around around and around
And oh my, my

Let's spend the night together
Now I need you more than ever
Let's spend the night together

Let's spend the night together
Now I need you more than ever

You know I'm smiling baby
You need some guiding baby
I'm just deciding, baby; now

I need you more than ever
Let's spend the night together
Let's spend the night together now
Oh m-my-my-my-my-my-my

This doesn't happen to me every day (oh my)
Let's spend the night together
No excuses offered anyway (oh my)
Let's spend the night together

I'll satisfy your every need (your every need)
And now I know you will satisfy me
Oh m-my-my-my-my-my

Let's spend the night together
Now I need you more than ever
Let's spend the night together now

Oh m-my-my-my-my-my-my
(Let's spend the night together)
Now I need you, need you more than ever, woman
(Let's spend the night together)

I'll satisfy your every need, woman
(Let's spend the night together)
Now I know, I know you'll satisfy me, whoa, my-my
(Let's spend the night together)

I beg you, baby, oh my-my-my-my-my-my
(Let's spend the night together)
A-come on, now, oh baby, my-my-my-my
(Let's spend the night together)
",http://azlyrics.com/lyrics/rollingstones/letsspendthenighttogether.html
130,Freda Payne,Band Of Gold (Single Mix),RnB,,http://azlyrics.com/lyrics/fredapayne/bandofgold.html
131,Bo Diddley,I'm A Man,RnB,"

Now when I was a little boy
At the age of five
I had somethin' in my pocket
Keep a lot of folks alive

Now I'm a man
Made twenty-one
You know baby
We can have a lot of fun

I'm a man
I spell M-A-N... man

All you pretty women
Stand in line
I can make love to you, baby
In an hour's time

I'm a man
I spell M-A-N... man

I goin' back down
To Kansas to
Bring back the second cousin
Little John the conqueroo

I'm a man
I spell M-A-N... man

The line I shoot
Will never miss
The way I make love to 'em
They can't resist

I'm a man
I spell M-A-N... man
",http://azlyrics.com/lyrics/bodiddley/imaman.html
